"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SH%","PP SH%","SH%","TG","TP1","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"WHL","Dylan Wruck","27999/dylan-wruck","F","2011","DY","71","0.6901","0.2254","0.9296","25","24","7","49","13","3","5","16","0","1","0","0.00","0.00","0.00","38","66","78","1.0986","75.38","58.46","74","46","61.67","12.10","115","117","15.31","3.6433","1992-09-23","18.98","19.27","11","","-","L","2011","","","-",""
"WHL","Brendan Gallagher","27241/brendan-gallagher","F","2010","DY","72","0.5556","0.3194","0.9167","26","14","5","40","14","9","10","23","1","2","0","0.00","0.00","0.00","41","66","81","1.1250","63.49","63.49","51","40","56.04","5.07","105","101","13.86","3.9671","1992-05-06","18.36","18.65","11","","-","R","2010","MTL (2010) - #147","MTL","MTL",""
"WHL","Nick Merkley","37654/nick-merkley","F","2015","DY","72","0.5417","0.3194","0.9028","13","26","11","39","5","18","14","23","2","1","0","0.00","0.00","0.00","20","65","90","1.2500","62.90","29.03","69","42","62.16","- 2.16","128","71","14.76","3.6703","1997-05-23","18.31","18.61","10","KEL","-","R","2015","ARI (2015) - #30","ARI","NJD",""
"WHL","Michael St. Croix","29142/michael-st.-croix","F","2011","DY","68","0.6029","0.2941","0.8971","18","23","11","41","9","11","3","20","0","0","0","0.00","0.00","0.00","27","61","75","1.1029","67.21","44.26","73","41","64.04","16.07","106","115","15.22","3.5355","1993-04-10","18.43","18.73","18","","-","R","2011","NYR (2011) - #106","NYR","-",""
"WHL","Chase De Leo","34280/chase-de-leo","F","2014","DY","72","0.6667","0.1806","0.8889","28","20","7","48","9","4","9","13","2","1","1","0.00","0.00","0.00","39","64","81","1.1250","78.69","60.66","87","38","69.60","10.20","139","95","15.19","3.5103","1995-10-25","18.89","19.18","9","POR","-","L","2014","WPG (2014) - #99","WPG","ANA",""
"WHL","Mark Mcneill","28773/mark-mcneill","F","2011","DY","70","0.6143","0.2286","0.8857","23","20","10","43","7","9","9","16","2","1","0","0.00","0.00","0.00","32","62","81","1.1571","72.88","50.85","66","66","50.00","3.88","107","125","16.05","3.3121","1993-02-22","18.56","18.86","9","","-","R","2011","CHI (2011) - #18","CHI","-",""
"WHL","Nikita Scherbak","34502/nikita-scherbak","F","2014","DY","65","0.6000","0.2769","0.8769","20","19","9","39","8","10","12","18","0","0","0","0.00","0.00","0.00","28","57","78","1.2000","68.42","49.12","60","58","50.85","14.89","73","130","15.59","3.3739","1995-12-30","18.71","19.00","27","SAS","-","L","2014","MTL (2014) - #26","MTL","-",""
"WHL","Brett Connolly","27200/brett-connolly","F","2010","DY","16","0.5625","0.1875","0.8750","5","4","3","9","3","0","2","3","2","0","0","0.00","0.00","0.00","10","14","19","1.1875","75.00","66.67","13","15","46.43","9.69","18","31","15.25","3.4431","1992-05-02","18.37","18.66","8","","-","R","2010","TBL (2010) - #6","TBL","FLA",""
"WHL","Paul Bittner","36406/paul-bittner","F","2015","DY","66","0.6364","0.1970","0.8636","25","17","10","42","8","5","4","13","1","1","0","0.00","0.00","0.00","34","57","71","1.0758","76.36","60.00","88","47","65.19","13.24","107","99","16.62","3.1172","1996-11-04","18.86","19.16","7","POR","-","L","2015","CBJ (2015) - #38","CBJ","CBJ",""
"WHL","Mathew Barzal","37672/mathew-barzal","F","2015","DY","44","0.5909","0.2500","0.8636","9","17","9","26","2","9","10","11","1","0","0","0.00","0.00","0.00","12","38","57","1.2955","70.27","29.73","51","34","60.00","10.00","45","45","18.48","2.8042","1997-05-26","18.30","18.60","13","SEA","-","R","2015","NYI (2015) - #16","NYI","NYI",""
"WHL","Jake Debrusk","36350/jake-debrusk","F","2015","DY","72","0.6111","0.2500","0.8611","29","15","9","44","13","5","10","18","0","0","0","0.00","0.00","0.00","42","62","81","1.1250","70.97","67.74","73","76","48.99","5.99","83","110","17.72","2.9150","1996-10-17","18.91","19.21","19","SC","-","L","2015","BOS (2015) - #14","BOS","BOS",""
"WHL","Jaedon Descheneau","32859/jaedon-descheneau","F","2013","DY","69","0.6522","0.1884","0.8551","26","19","10","45","4","9","9","13","0","1","0","0.00","0.00","0.00","30","59","78","1.1304","77.59","51.72","69","59","53.91","12.44","68","96","17.25","2.9747","1995-02-22","18.56","18.86","14","KTN","-","R","2013","STL (2014) - #124","STL","-",""
"WHL","Jayce Hawryluk","34510/jayce-hawryluk","F","2014","DY","59","0.5763","0.2373","0.8475","16","18","11","34","7","7","3","14","1","1","0","0.00","0.00","0.00","24","50","64","1.0847","70.83","47.92","53","38","58.24","14.26","95","121","13.96","3.6412","1996-01-01","18.71","19.00","8","BDN","-","R","2014","FLA (2014) - #32","FLA","OTT",""
"WHL","Morgan Klimchuk","32915/morgan-klimchuk","F","2013","DY","72","0.4306","0.4028","0.8472","21","10","6","31","14","15","9","29","1","0","0","0.00","0.00","0.00","36","61","76","1.0556","51.67","58.33","56","59","48.70","11.00","72","119","15.36","3.3093","1995-03-02","18.54","18.83","18","REG","-","L","2013","CGY (2013) - #28","CGY","OTT",""
"WHL","Quinton Howden","26456/quinton-howden","F","2010","DY","65","0.5846","0.2154","0.8308","21","17","8","38","5","9","3","14","2","0","0","0.00","0.00","0.00","28","54","65","1.0000","73.08","50.00","63","51","55.26","6.91","88","94","15.59","3.1969","1992-01-21","18.65","18.94","21","","-","L","2010","FLA (2010) - #25","FLA","-",""
"WHL","Ty Rattie","28638/ty-rattie","F","2011","DY","67","0.6119","0.2090","0.8209","22","19","17","41","6","8","7","14","0","0","0","0.00","0.00","0.00","28","55","79","1.1791","74.55","50.91","76","53","58.91","- 0.79","120","81","15.74","3.1296","1993-02-05","18.61","18.91","8","","-","R","2011","STL (2011) - #32","STL","-",""
"WHL","Nino Niederreiter","27921/nino-niederreiter","F","2010","DY","65","0.5231","0.2769","0.8000","25","9","6","34","11","7","2","18","0","0","0","0.00","0.00","0.00","36","52","60","0.9231","65.38","69.23","59","44","57.28","2.21","114","93","14.59","3.2897","1992-09-08","18.02","18.31","22","","-","L","2010","NYI (2010) - #5","NYI","CAR",""
"WHL","Oliver Bjorkstrand","33217/oliver-bjorkstrand","F","2013","DY","65","0.6308","0.1692","0.8000","22","19","9","41","9","2","2","11","0","0","0","0.00","0.00","0.00","31","52","63","0.9692","78.85","59.62","67","26","72.04","8.86","151","88","13.78","3.4829","1995-04-10","18.43","18.73","27","POR","-","R","2013","CBJ (2013) - #89","CBJ","CBJ",""
"WHL","Jansen Harkins","37655/jansen-harkins","F","2015","DY","70","0.5857","0.1857","0.7857","16","25","12","41","3","10","12","13","1","0","0","0.00","0.00","0.00","20","55","79","1.1286","75.93","35.19","74","59","55.64","14.18","85","120","16.11","2.9271","1997-05-23","18.31","18.61","12","PG","-","L","2015","WPG (2015) - #47","WPG","WPG",""
"WHL","Luke Philp","34327/luke-philp","F","2014","DY","71","0.4648","0.3099","0.7746","21","12","15","33","10","12","7","22","0","0","0","0.00","0.00","0.00","31","55","77","1.0845","60.00","56.36","64","55","53.78","3.52","97","96","16.44","2.8271","1995-11-06","18.86","19.15","12","KTN","-","R","2014","","","CGY",""
"WHL","Conner Bleackley","34847/conner-bleackley","F","2014","DY","71","0.5211","0.2394","0.7746","19","18","7","37","10","7","6","17","0","1","0","0.00","0.00","0.00","29","55","68","0.9577","68.52","53.70","58","53","52.25","5.62","90","103","15.66","2.9688","1996-02-07","18.61","18.90","9","RD","-","R","2014","COL (2014) - #23","COL","-",""
"WHL","Jake Virtanen","36104/jake-virtanen","F","2014","DY","71","0.5775","0.1690","0.7746","33","8","11","41","10","2","5","12","2","0","0","0.00","0.00","0.00","45","55","71","1.0000","77.36","81.13","69","44","61.06","4.11","131","99","14.93","3.1128","1996-08-17","18.08","18.37","18","CAL","-","R","2014","VAN (2014) - #6","VAN","VAN",""
"WHL","John Quenneville","35350/john-quenneville","F","2014","DY","61","0.5082","0.2623","0.7705","16","15","9","31","9","7","2","16","0","0","0","0.00","0.00","0.00","25","47","58","0.9508","65.96","53.19","55","52","51.40","3.49","103","112","14.70","3.1454","1996-04-16","18.41","18.71","17","BDN","-","L","2014","NJD (2014) - #30","NJD","CHI",""
"WHL","Emerson Etem","27522/emerson-etem","F","2010","DY","72","0.4583","0.2083","0.7639","19","14","8","33","13","2","2","15","5","2","0","0.00","0.00","0.00","37","55","65","0.9028","68.75","66.67","54","48","52.94","- 3.34","130","101","14.51","3.1597","1992-06-16","18.25","18.54","26","","-","L","2010","ANA (2010) - #29","ANA","-",""
"WHL","Justin Feser","27734/justin-feser","F","2010","DY","72","0.3611","0.3333","0.7639","14","12","14","26","19","5","4","24","3","2","0","0.00","0.00","0.00","36","55","73","1.0139","52.00","66.00","51","35","59.30","5.29","101","86","13.69","3.3486","1992-07-29","18.13","18.42","22","","-","L","2010","","","-",""
"WHL","Brendan Ranford","27211/brendan-ranford","F","2010","DY","72","0.5000","0.2222","0.7500","17","19","9","36","10","6","2","16","2","0","0","0.00","0.00","0.00","29","54","65","0.9028","69.23","51.92","57","55","50.89","8.04","87","116","14.48","3.1087","1992-05-03","18.37","18.66","19","","-","L","2010","PHI (2010) - #209","PHI","-",""
"WHL","Curtis Lazar","32679/curtis-lazar","F","2013","DY","72","0.4444","0.2639","0.7500","22","10","3","32","14","5","4","19","2","1","0","0.00","0.00","0.00","38","54","61","0.8472","62.75","70.59","53","31","63.10","- 0.81","131","74","14.02","3.2106","1995-02-02","18.62","18.91","27","EDM","-","R","2013","OTT (2013) - #17","OTT","BUF",""
"WHL","Linden Vey","25648/linden-vey","F","2009","DY","71","0.4507","0.2817","0.7465","17","15","8","32","7","13","11","20","0","1","0","0.00","0.00","0.00","24","53","72","1.0141","61.54","46.15","52","51","50.49","- 0.89","112","106","14.28","3.1370","1991-07-17","18.16","18.46","15","","-","R","2009","LAK (2009) - #96","LAK","-",""
"WHL","Tim Bozon","30988/tim-bozon","F","2012","DY","71","0.5775","0.1690","0.7465","27","14","12","41","9","3","6","12","0","0","0","0.00","0.00","0.00","36","53","71","1.0000","77.36","67.92","70","39","64.22","10.01","116","98","14.39","3.1118","1994-03-24","18.48","18.77","15","","-","L","2012","MTL (2012) - #64","MTL","-",""
"WHL","Cody Eakin","25371/cody-eakin","F","2009","DY","54","0.5000","0.1852","0.7407","18","9","6","27","3","7","2","10","3","0","0","0.00","0.00","0.00","24","40","48","0.8889","72.97","56.76","52","35","59.77","3.52","90","70","15.42","2.8814","1991-05-24","18.31","18.60","21","","-","L","2009","WSH (2009) - #85","WSH","WPG",""
"WHL","Tyler Soy","36898/tyler-soy","F","2015","DY","69","0.5217","0.2029","0.7391","21","15","8","36","6","8","4","14","1","0","0","0.00","0.00","0.00","28","51","63","0.9130","72.00","54.00","62","39","61.39","13.13","97","104","14.63","3.0318","1997-02-10","18.60","18.89","17","VIC","-","L","2015","ANA (2016) - #205","ANA","-",""
"WHL","Landon Ferraro","25756/landon-ferraro","F","2009","DY","68","0.4412","0.2941","0.7353","25","5","2","30","12","8","3","20","0","0","0","0.00","0.00","0.00","37","50","55","0.8088","60.00","74.00","41","60","40.59","- 5.81","58","67","15.97","2.7622","1991-08-08","18.10","18.40","13","","-","R","2009","DET (2009) - #32","DET","-",""
"WHL","Ryan Johansen","27748/ryan-johansen","F","2010","DY","71","0.4930","0.2113","0.7324","15","20","9","35","9","6","8","15","1","1","0","0.00","0.00","0.00","25","52","69","0.9718","70.00","48.00","63","45","58.33","5.11","124","109","14.47","3.0364","1992-07-31","18.13","18.42","19","","-","R","2010","CBJ (2010) - #4","CBJ","NSH",""
"WHL","Brad Ross","27397/brad-ross","F","2010","DY","71","0.5775","0.1408","0.7183","23","18","12","41","4","6","5","10","0","0","0","0.00","0.00","0.00","27","51","68","0.9577","80.39","52.94","70","43","61.95","10.63","117","111","14.66","2.9403","1992-05-28","18.30","18.59","18","","-","L","2010","TOR (2010) - #43","TOR","-",""
"WHL","Tyson Baillie","34364/tyson-baillie","F","2014","DY","56","0.4821","0.2321","0.7143","15","12","7","27","7","6","8","13","0","0","0","0.00","0.00","0.00","22","40","55","0.9821","67.50","55.00","59","37","61.46","- 2.48","117","66","15.27","2.8067","1995-11-16","18.83","19.13","24","KEL","-","R","2014","","","-",""
"WHL","Dominik Uher","28359/dominik-uher","F","2011","DY","65","0.4154","0.2769","0.7077","9","18","8","27","12","6","6","18","0","1","0","0.00","0.00","0.00","21","46","60","0.9231","60.00","46.67","57","40","58.76","- 0.28","124","86","14.34","2.9614","1992-12-31","18.71","19.00","26","","-","L","2011","PIT (2011) - #144","PIT","PIT",""
"WHL","Brendan Leipsic","31394/brendan-leipsic","F","2012","DY","65","0.5231","0.1846","0.7077","18","16","10","34","10","2","2","12","0","0","0","0.00","0.00","0.00","28","46","58","0.8923","73.91","60.87","60","40","60.00","5.38","130","108","13.68","3.1036","1994-05-19","18.32","18.62","28","","-","L","2012","NSH (2012) - #89","NSH","WSH",""
"WHL","Connor Rankin","32311/connor-rankin","F","2013","DY","71","0.5352","0.1549","0.6901","23","15","6","38","9","2","3","11","0","0","0","0.00","0.00","0.00","32","49","58","0.8169","77.55","65.31","67","56","54.47","5.16","108","111","15.58","2.6573","1994-11-30","18.79","19.08","27","TC","-","L","2013","","","-",""
"WHL","Rihards Bukarts","34506/rihards-bukarts","F","2014","DY","65","0.4615","0.2154","0.6769","22","8","6","30","6","8","4","14","0","0","0","0.00","0.00","0.00","28","44","54","0.8308","68.18","63.64","52","48","52.00","3.02","120","125","13.69","2.9673","1995-12-31","18.71","19.00","13","BDN","-","R","2014","","","-",""
"WHL","Jeremy Boyer","24051/jeremy-boyer","F","2009","DY","71","0.4507","0.1972","0.6761","13","19","5","32","7","7","3","14","1","1","0","0.00","0.00","0.00","21","48","56","0.7887","69.57","43.48","47","36","56.63","11.09","97","116","13.52","3.0009","1990-09-28","18.96","19.26","32","","-","R","2009","","","-",""
"WHL","Kevin Sundher","26431/kevin-sundher","F","2010","DY","72","0.4444","0.2222","0.6667","16","16","5","32","9","7","8","16","0","0","0","0.00","0.00","0.00","25","48","61","0.8472","66.67","52.08","59","47","55.66","11.84","78","100","14.82","2.6987","1992-01-18","18.66","18.95","9","","-","L","2010","BUF (2010) - #75","BUF","-",""
"WHL","Brooks Macek","27313/brooks-macek","F","2010","DY","72","0.3611","0.3056","0.6667","11","15","8","26","10","12","17","22","0","0","0","0.00","0.00","0.00","21","48","73","1.0139","54.17","43.75","42","32","56.76","1.48","110","89","12.57","3.1834","1992-05-15","18.33","18.63","15","","-","R","2010","DET (2010) - #171","DET","-",""
"WHL","Justin Dowling","24064/justin-dowling","F","2009","DY","71","0.4930","0.1549","0.6620","19","16","9","35","2","9","10","11","1","0","0","0.00","0.00","0.00","22","47","66","0.9296","76.09","45.65","70","37","65.42","14.50","111","107","14.83","2.6774","1990-10-01","18.96","19.25","10","","-","L","2009","","","DAL",""
"WHL","Ryan Gropp","36230/ryan-gropp","F","2015","DY","67","0.5373","0.1194","0.6567","26","10","8","36","4","4","6","8","0","0","0","0.00","0.00","0.00","30","44","58","0.8657","81.82","68.18","58","47","55.24","1.90","88","77","16.00","2.4632","1996-09-16","19.00","19.29","12","SEA","-","L","2015","NYR (2015) - #41","NYR","NYR",""
"WHL","Kellan Tochkin","24693/kellan-tochkin","F","2009","DY","72","0.3750","0.2778","0.6528","10","17","16","27","10","10","11","20","0","0","0","0.00","0.00","0.00","20","47","74","1.0278","57.45","42.55","46","42","52.27","16.98","72","132","13.88","2.8214","1991-02-15","18.58","18.88","16","","-","R","2009","","","-",""
"WHL","Coda Gordon","31846/coda-gordon","F","2012","DY","66","0.3636","0.2879","0.6515","15","9","2","24","15","4","8","19","0","0","0","0.00","0.00","0.00","30","43","53","0.8030","55.81","69.77","45","39","53.57","13.19","84","124","13.53","2.8887","1994-08-04","18.11","18.41","28","","-","L","2012","CGY (2012) - #165","CGY","-",""
"WHL","Tyler Maxwell","25121/tyler-maxwell","F","2009","DY","57","0.3860","0.2632","0.6491","13","9","3","22","9","6","6","15","0","0","0","0.00","0.00","0.00","22","37","46","0.8070","59.46","59.46","37","36","50.68","9.12","69","97","13.96","2.7909","1991-04-13","18.42","18.72","9","","-","L","2009","","","-",""
"WHL","Mike Winther","31720/mike-winther","F","2012","DY","71","0.3099","0.2535","0.6479","12","10","8","22","16","2","2","18","4","2","0","0.00","0.00","0.00","32","46","56","0.7887","55.00","70.00","50","58","46.30","6.90","91","140","14.75","2.6362","1994-07-09","18.18","18.48","15","","-","L","2012","DAL (2012) - #54","DAL","-",""
"WHL","Ryan Howse","25594/ryan-howse","F","2009","DY","61","0.3607","0.2295","0.6393","17","5","4","22","11","3","1","14","3","0","0","0.00","0.00","0.00","31","39","44","0.7213","61.11","77.78","37","58","38.95","5.86","45","91","16.59","2.3119","1991-07-06","18.19","18.49","22","","-","L","2009","CGY (2009) - #74","CGY","-",""
"WHL","Colton Sissons","30181/colton-sissons","F","2012","DY","58","0.2759","0.3276","0.6379","11","5","2","16","13","6","2","19","2","0","0","0.00","0.00","0.00","26","37","41","0.7069","45.71","68.57","29","37","43.94","- 4.40","73","78","14.02","2.7297","1993-11-05","18.86","19.16","15","","-","R","2012","NSH (2012) - #50","NSH","NSH",""
"WHL","Chandler Stephenson","31204/chandler-stephenson","F","2012","DY","55","0.5273","0.1091","0.6364","20","9","1","29","2","4","6","6","0","0","0","0.00","0.00","0.00","22","35","42","0.7636","82.86","62.86","39","36","52.00","0.98","75","72","14.56","2.6228","1994-04-22","18.40","18.69","22","","-","L","2012","WSH (2012) - #77","WSH","VGK",""
"WHL","Carter Ashton","25027/carter-ashton","F","2009","DY","70","0.4429","0.1857","0.6286","20","11","4","31","10","3","1","13","0","0","1","0.00","0.00","0.00","30","44","50","0.7143","70.45","68.18","49","49","50.00","0.57","86","88","14.72","2.5629","1991-04-01","18.46","18.75","18","","-","L","2009","TBL (2009) - #29","TBL","-",""
"WHL","Levko Koper","24079/levko-koper","F","2009","DY","71","0.4085","0.1690","0.6197","14","15","9","29","8","4","6","12","1","2","0","0.00","0.00","0.00","23","44","59","0.8310","70.73","53.66","54","25","68.35","8.35","99","66","14.55","2.5563","1990-10-05","18.94","19.24","25","","-","L","2009","WPG (2009) - #185","WPG","-",""
"WHL","Rourke Chartier","35242/rourke-chartier","F","2014","DY","72","0.5139","0.0833","0.6111","19","18","8","37","5","1","5","6","0","1","1","0.00","0.00","0.00","24","44","58","0.8056","86.05","55.81","66","39","62.86","- 1.63","158","87","14.33","2.5583","1996-04-03","18.45","18.74","14","KEL","-","L","2014","SJS (2014) - #149","SJS","-",""
"WHL","Greg Chase","32420/greg-chase","F","2013","DY","69","0.4493","0.1449","0.6087","13","18","5","31","3","7","2","10","1","0","0","0.00","0.00","0.00","17","42","49","0.7101","75.61","39.02","52","37","58.43","- 3.72","133","81","13.90","2.6274","1995-01-01","18.71","19.00","25","CAL","-","R","2013","EDM (2013) - #188","EDM","-",""
"WHL","Burke Gallimore","24405/burke-gallimore","F","2009","DY","71","0.4930","0.1127","0.6056","20","15","8","35","6","2","2","8","0","0","0","0.00","0.00","0.00","26","43","53","0.7465","81.40","60.47","62","32","65.96","6.14","131","88","13.75","2.6431","1991-01-08","18.69","18.98","25","","-","R","2009","","","-",""
"WHL","Brett Pollock","35126/brett-pollock","F","2014","DY","71","0.3803","0.2254","0.6056","15","12","10","27","10","6","2","16","0","0","0","0.00","0.00","0.00","25","43","55","0.7746","62.79","58.14","57","33","63.33","0.01","145","84","13.77","2.6390","1996-03-17","18.49","18.79","39","EDM","-","L","2014","DAL (2014) - #45","DAL","-",""
"WHL","Brent Benson","29161/brent-benson","F","2011","DY","65","0.4769","0.0615","0.6000","12","19","5","31","2","2","0","4","0","4","0","0.00","0.00","0.00","14","39","44","0.6769","88.57","40.00","46","35","56.79","- 5.50","152","92","13.14","2.7391","1993-04-13","18.42","18.72","27","","-","L","2011","","","-",""
"WHL","Ivan Nikolishin","35319/ivan-nikolishin","F","2014","DY","72","0.3194","0.2778","0.5972","9","14","3","23","9","11","13","20","0","0","0","0.00","0.00","0.00","18","43","59","0.8194","53.49","41.86","35","36","49.30","1.07","109","117","12.86","2.7857","1996-04-12","18.43","18.72","89","EVT","-","L","2014","","","-",""
"WHL","Brad Morrison","36609/brad-morrison","F","2015","DY","67","0.4478","0.1493","0.5970","18","12","8","30","5","5","2","10","0","0","0","0.00","0.00","0.00","23","40","50","0.7463","75.00","57.50","48","48","50.00","3.98","104","122","13.73","2.6083","1997-01-04","18.70","18.99","9","PG","-","L","2015","NYR (2015) - #113","NYR","LAK",""
"WHL","Jackson Houck","32669/jackson-houck","F","2013","DY","69","0.3768","0.2174","0.5942","15","11","13","26","8","7","3","15","0","0","0","0.00","0.00","0.00","23","41","57","0.8261","63.41","56.10","46","55","45.54","7.39","87","141","14.51","2.4573","1995-02-02","18.62","18.91","27","VAN","-","R","2013","EDM (2013) - #94","EDM","-",""
"WHL","Lukas Sutter","30070/lukas-sutter","F","2012","DY","70","0.4000","0.1714","0.5857","18","10","10","28","9","3","8","12","1","0","0","0.00","0.00","0.00","28","41","59","0.8429","70.00","67.50","59","42","58.42","10.30","115","124","14.30","2.4577","1993-10-04","18.95","19.24","23","","-","L","2012","WPG (2012) - #39","WPG","-",""
"WHL","Zach Franko","28896/zach-franko","F","2011","DY","72","0.3611","0.2222","0.5833","12","14","7","26","10","6","4","16","0","0","0","0.00","0.00","0.00","22","42","53","0.7361","61.90","52.38","44","35","55.70","4.52","109","104","13.07","2.6779","1993-03-09","18.52","18.81","9","","-","L","2011","","","-",""
"WHL","Shane Mccolgan","28368/shane-mccolgan","F","2011","DY","67","0.3134","0.2537","0.5821","14","7","10","21","6","11","17","17","1","0","0","0.00","0.00","0.00","21","39","66","0.9851","55.26","52.63","41","32","56.16","6.16","99","99","13.54","2.5803","1993-01-01","18.71","19.00","18","","-","R","2011","NYR (2011) - #134","NYR","-",""
"WHL","Troy Bourke","31039/troy-bourke","F","2012","DY","71","0.3662","0.1972","0.5775","12","14","7","26","5","9","7","14","1","0","1","0.00","0.00","0.00","18","41","56","0.7887","65.00","42.50","48","54","47.06","8.02","73","114","15.66","2.2131","1994-03-30","18.46","18.75","20","","-","L","2012","COL (2012) - #72","COL","-",""
"WHL","Tyler Wong","35010/tyler-wong","F","2014","DY","52","0.3269","0.2500","0.5769","10","7","1","17","7","6","0","13","0","0","0","0.00","0.00","0.00","17","30","31","0.5962","56.67","56.67","24","52","31.58","- 1.75","58","116","13.92","2.4859","1996-02-28","18.55","18.84","5","LET","-","R","2014","","","-",""
"WHL","Brayden Burke","36581/brayden-burke","F","2015","DY","42","0.4524","0.1190","0.5714","6","13","8","19","2","3","2","5","0","0","0","0.00","0.00","0.00","8","24","34","0.8095","79.17","33.33","33","36","47.83","9.51","59","95","14.25","2.4055","1997-01-01","18.71","19.00","19","RD/LET","-","L","2015","","","ARI",""
