"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SH%","PP SH%","SH%","TG","TP1","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"OHL","Joshua Ho-Sang","34704/joshua-ho-sang","F","2014","DY","67","0.7463","0.2836","1.0448","23","27","11","50","8","11","4","19","1","0","0","0.00","0.00","0.00","32","70","85","1.2687","72.46","44.93","80","55","59.26","11.00","97","104","17.65","3.5514","1996-01-22","18.65","18.94","66","WSR","-","R","2014","NYI (2014) - #28","NYI","NYI",""
"OHL","Matt Puempel","28552/matt-puempel","F","2011","DY","55","0.5455","0.4727","1.0182","19","11","5","30","15","11","8","26","0","0","0","0.00","0.00","0.00","34","56","69","1.2545","53.57","60.71","45","71","38.79","7.92","46","103","18.91","3.2305","1993-01-24","18.64","18.94","18","","-","L","2011","OTT (2011) - #24","OTT","DET",""
"OHL","Greg Mckegg","27527/greg-mckegg","F","2010","DY","67","0.5821","0.3433","1.0000","19","20","12","39","16","7","6","23","2","3","0","0.00","0.00","0.00","37","67","85","1.2687","62.90","56.45","71","56","55.91","10.20","101","120","16.74","3.5845","1992-06-17","18.24","18.54","14","","-","L","2010","TOR (2010) - #62","TOR","NYR",""
"OHL","Gabriel Landeskog","28233/gabriel-landeskog","F","2011","DY","53","0.7170","0.2642","1.0000","24","14","9","38","11","3","4","14","1","0","0","0.00","0.00","0.00","36","53","66","1.2453","73.08","67.31","62","32","65.96","17.86","76","82","20.44","2.9349","1992-11-23","18.81","19.11","92","","-","L","2011","COL (2011) - #2","COL","COL",""
"OHL","Tyler Toffoli","27142/tyler-toffoli","F","2010","DY","65","0.7077","0.2615","0.9692","27","19","11","46","10","7","5","17","0","0","0","0.00","0.00","0.00","37","63","79","1.2154","73.02","58.73","75","48","60.98","6.81","104","88","18.36","3.1674","1992-04-24","18.39","18.69","16","","-","R","2010","LAK (2010) - #47","LAK","VAN",""
"OHL","Brendan Perlini","35428/brendan-perlini","F","2014","DY","58","0.4483","0.4828","0.9655","16","10","7","26","16","12","8","28","2","0","0","0.00","0.00","0.00","34","56","71","1.2241","48.15","59.26","48","51","48.48","12.18","61","107","18.50","3.1314","1996-04-27","18.38","18.68","11","NIAG","-","L","2014","ARI (2014) - #12","ARI","DET",""
"OHL","Blake Speers","36590/blake-speers","F","2015","DY","57","0.6140","0.3158","0.9474","15","20","5","35","8","10","8","18","1","0","0","0.00","0.00","0.00","24","54","67","1.1754","66.04","43.40","57","32","64.04","- 1.89","151","78","15.28","3.7197","1997-01-02","18.70","19.00","18","SSM","-","R","2015","NJD (2015) - #67","NJD","ARI",""
"OHL","Kerby Rychel","32115/kerby-rychel","F","2013","DY","68","0.5294","0.3971","0.9412","24","12","13","36","16","11","10","27","0","1","0","0.00","0.00","0.00","40","64","87","1.2794","57.14","63.49","65","79","45.14","8.22","72","123","18.41","3.0676","1994-10-07","18.94","19.23","16","WSR","-","L","2013","CBJ (2013) - #19","CBJ","-",""
"OHL","Justin Shugg","26272/justin-shugg","F","2010","DY","67","0.6716","0.2687","0.9403","28","17","10","45","11","7","6","18","0","0","0","0.00","0.00","0.00","39","63","79","1.1791","71.43","61.90","72","50","59.02","- 2.17","145","92","15.57","3.6241","1991-12-24","18.73","19.02","44","","-","R","2010","CAR (2010) - #105","CAR","-",""
"OHL","Travis Konecny","37124/travis-konecny","F","2015","DY","60","0.6667","0.2167","0.9333","22","18","8","40","4","9","4","13","3","0","0","0.00","0.00","0.00","29","56","68","1.1333","75.47","49.06","59","58","50.43","5.16","86","104","19.28","2.9043","1997-03-11","18.51","18.81","17","OTT","-","R","2015","PHI (2015) - #24","PHI","PHI",""
"OHL","Ryan Spooner","26515/ryan-spooner","F","2010","DY","47","0.6383","0.2128","0.8936","13","17","5","30","4","6","7","10","2","0","0","0.00","0.00","0.00","19","42","54","1.1489","75.00","42.50","47","43","52.22","9.46","62","83","17.73","3.0245","1992-01-30","18.63","18.92","23","","-","L","2010","BOS (2010) - #45","BOS","-",""
"OHL","Joey Hishon","26051/joey-hishon","F","2010","DY","36","0.4722","0.3056","0.8889","9","8","6","17","5","6","2","11","2","2","0","0.00","0.00","0.00","16","32","40","1.1111","60.71","50.00","37","26","58.73","11.56","50","56","19.79","2.6950","1991-10-20","18.90","19.20","18","","-","L","2010","COL (2010) - #17","COL","-",""
"OHL","Christian Thomas","27384/christian-thomas","F","2010","DY","64","0.4688","0.3438","0.8750","21","9","5","30","16","6","5","22","4","0","0","0.00","0.00","0.00","41","56","66","1.0313","57.69","71.15","46","55","45.54","10.41","78","144","17.48","3.0033","1992-05-26","18.30","18.60","27","","-","R","2010","NYR (2010) - #40","NYR","-",""
"OHL","Radek Faksa","30400/radek-faksa","F","2012","DY","62","0.5323","0.2742","0.8710","18","15","7","33","8","9","5","17","3","1","0","0.00","0.00","0.00","29","54","66","1.0645","66.00","52.00","52","34","60.47","9.25","105","100","16.65","3.1380","1994-01-09","18.68","18.98","94","","-","L","2012","DAL (2012) - #13","DAL","DAL",""
"OHL","Spencer Watson","35412/spencer-watson","F","2014","DY","65","0.7077","0.1538","0.8615","28","18","9","46","5","5","3","10","0","0","0","0.00","0.00","0.00","33","56","68","1.0462","82.14","58.93","76","41","64.96","13.28","123","115","16.32","3.1671","1996-04-25","18.39","18.68","96","KGN","-","R","2014","LAK (2014) - #209","LAK","-",""
"OHL","Stefan Noesen","28696/stefan-noesen","F","2011","DY","68","0.6176","0.2206","0.8529","23","19","10","42","9","6","9","15","1","0","0","0.00","0.00","0.00","33","58","77","1.1324","73.68","56.14","65","46","58.56","7.06","103","97","17.54","2.9169","1993-02-12","18.59","18.89","11","","-","R","2011","OTT (2011) - #21","OTT","SJS",""
"OHL","Dante Salituro","36445/dante-salituro","F","2015","DY","68","0.5735","0.2647","0.8529","23","16","11","39","13","5","9","18","1","0","0","0.00","0.00","0.00","37","58","78","1.1471","68.42","63.16","59","55","51.75","4.22","106","117","17.77","2.8800","1996-11-15","18.83","19.13","96","OTT","-","R","2015","","","-",""
"OHL","Alexander Khokhlachev","29974/alexander-khokhlachev","F","2011","DY","67","0.5672","0.2836","0.8507","22","16","12","38","12","7","7","19","0","0","0","0.00","0.00","0.00","34","57","76","1.1343","66.67","59.65","72","54","57.14","6.71","116","114","16.38","3.1158","1993-09-09","18.02","18.31","89","","-","L","2011","BOS (2011) - #40","BOS","BOS",""
"OHL","Andrew Fritsch","29012/andrew-fritsch","F","2011","DY","60","0.5500","0.3000","0.8500","18","15","6","33","10","8","5","18","0","0","1","0.00","0.00","0.00","28","51","63","1.0500","64.71","54.90","56","37","60.22","4.07","105","82","16.26","3.1375","1993-03-24","18.48","18.77","19","","-","R","2011","ARI (2011) - #155","ARI","-",""
"OHL","Devante Smith Pelly","27510/devante-smith-pelly","F","2010","DY","60","0.5333","0.3000","0.8333","19","13","6","32","10","8","6","18","0","0","0","0.00","0.00","0.00","29","50","62","1.0333","64.00","58.00","49","21","70.00","16.94","78","69","15.84","3.1575","1992-06-14","18.25","18.55","23","","-","R","2010","ANA (2010) - #42","ANA","-",""
"OHL","Brendan Gaunce","30999/brendan-gaunce","F","2012","DY","68","0.5441","0.2206","0.8235","19","18","9","37","5","10","3","15","4","0","0","0.00","0.00","0.00","28","56","68","1.0000","71.15","46.15","59","54","52.21","8.93","87","114","19.06","2.5925","1994-03-25","18.47","18.77","16","","-","L","2012","VAN (2012) - #26","VAN","BOS",""
"OHL","Zack Kassian","24513/zack-kassian","F","2009","DY","61","0.4426","0.3443","0.8197","10","17","6","27","13","8","7","21","1","1","0","0.00","0.00","0.00","24","50","63","1.0328","56.25","47.92","47","56","45.63","- 1.36","78","88","17.64","2.7877","1991-01-24","18.64","18.94","9","","-","R","2009","BUF (2009) - #13","BUF","EDM",""
"OHL","Brandon Saad","28134/brandon-saad","F","2011","DY","59","0.3898","0.2881","0.8136","13","10","6","23","12","5","1","17","2","6","0","0.00","0.00","0.00","27","48","55","0.9322","57.50","62.50","38","35","52.05","- 1.83","97","83","15.44","3.1609","1992-10-27","18.88","19.18","22","","-","L","2011","CHI (2011) - #43","CHI","CHI",""
"OHL","Nick Cousins","29739/nick-cousins","F","2011","DY","68","0.4265","0.3824","0.8088","17","12","8","29","12","14","5","26","0","0","0","0.00","0.00","0.00","29","55","68","1.0000","52.73","52.73","44","50","46.81","- 1.74","117","124","14.86","3.2654","1993-07-20","18.15","18.45","27","","-","L","2011","PHI (2011) - #68","PHI","VGK",""
"OHL","Peter Holland","24442/peter-holland","F","2009","DY","68","0.5147","0.2794","0.7941","18","17","6","35","10","9","7","19","0","0","0","0.00","0.00","0.00","28","54","67","0.9853","64.81","51.85","52","36","59.09","9.09","93","93","17.33","2.7491","1991-01-14","18.67","18.96","13","","-","L","2009","ANA (2009) - #15","ANA","-",""
"OHL","Josh Shalla","25962/josh-shalla","F","2010","DY","68","0.5294","0.2647","0.7941","20","16","7","36","12","6","4","18","0","0","0","0.00","0.00","0.00","32","54","65","0.9559","66.67","59.26","67","37","64.42","16.20","95","102","15.45","3.0836","1991-09-25","18.97","19.27","25","","-","L","2010","NSH (2011) - #94","NSH","-",""
"OHL","Vincent Trocheck","29695/vincent-trocheck","F","2011","DY","68","0.3971","0.2794","0.7941","13","14","5","27","8","11","3","19","5","3","0","0.00","0.00","0.00","26","54","62","0.9118","58.70","45.65","51","44","53.68","0.38","105","92","16.57","2.8763","1993-07-11","18.18","18.47","89","","-","R","2011","FLA (2011) - #64","FLA","CAR",""
"OHL","Eric Cornel","35300/eric-cornel","F","2014","DY","68","0.5441","0.2353","0.7941","19","18","5","37","5","11","3","16","1","0","0","0.00","0.00","0.00","25","54","62","0.9118","69.81","45.28","62","57","52.10","4.29","109","119","15.80","3.0159","1996-04-11","18.43","18.72","10","PBO","-","R","2014","BUF (2014) - #44","BUF","-",""
"OHL","Alex Hutchings","24191/alex-hutchings","F","2009","DY","63","0.4762","0.2698","0.7937","20","10","13","30","12","5","5","17","2","1","0","0.00","0.00","0.00","34","50","68","1.0794","63.83","68.09","63","36","63.64","20.51","69","91","19.48","2.4446","1990-11-07","18.86","19.15","10","","-","R","2009","TBL (2009) - #93","TBL","-",""
"OHL","Jared Knight","26419/jared-knight","F","2010","DY","63","0.5556","0.2222","0.7937","27","8","3","35","8","6","4","14","1","0","0","0.00","0.00","0.00","36","50","57","0.9048","71.43","71.43","56","34","62.22","6.84","108","87","15.83","3.0089","1992-01-16","18.66","18.96","97","","-","R","2010","BOS (2010) - #32","BOS","-",""
"OHL","Boone Jenner","29557/boone-jenner","F","2011","DY","63","0.6190","0.1270","0.7937","19","20","6","39","4","4","10","8","2","1","0","0.00","0.00","0.00","25","50","66","1.0476","82.98","48.94","62","50","55.36","- 0.66","107","84","18.31","2.6010","1993-06-15","18.25","18.54","22","","-","L","2011","CBJ (2011) - #37","CBJ","CBJ",""
"OHL","Mark Scheifele","28944/mark-scheifele","F","2011","DY","66","0.3788","0.3939","0.7879","8","17","13","25","13","13","10","26","1","0","0","0.00","0.00","0.00","22","52","75","1.1364","49.02","41.18","51","64","44.35","10.21","85","164","18.28","2.5863","1993-03-15","18.50","18.79","19","","-","R","2011","WPG (2011) - #7","WPG","WPG",""
"OHL","Ryan Hartman","32053/ryan-hartman","F","2013","DY","56","0.5893","0.1429","0.7857","16","17","11","33","5","3","5","8","2","1","0","0.00","0.00","0.00","23","44","60","1.0714","80.49","51.22","68","39","63.55","7.88","103","82","18.47","2.5529","1994-09-20","18.99","19.28","21","PLY","-","R","2013","CHI (2013) - #30","CHI","MIN",""
"OHL","Jimmy Lodge","32937/jimmy-lodge","F","2013","DY","64","0.5000","0.2813","0.7813","15","17","12","32","13","5","5","18","0","0","0","0.00","0.00","0.00","28","50","67","1.0469","64.00","56.00","58","52","52.73","3.59","114","118","15.03","3.1196","1995-03-05","18.53","18.82","21","SAG","-","R","2013","WPG (2013) - #84","WPG","-",""
"OHL","Phil Varone","24274/phil-varone","F","2009","DY","58","0.4483","0.2931","0.7759","10","16","4","26","8","9","2","17","1","1","1","0.00","0.00","0.00","19","45","52","0.8966","60.47","41.86","45","33","57.69","0.97","97","74","15.26","3.0511","1990-12-04","18.78","19.08","71","","-","L","2009","SJS (2009) - #147","SJS","PIT",""
"OHL","Andrew Yogan","26205/andrew-yogan","F","2010","DY","63","0.6667","0.0952","0.7619","21","21","6","42","4","2","1","6","0","0","0","0.00","0.00","0.00","25","48","55","0.8730","87.50","52.08","59","61","49.17","- 3.01","108","99","16.12","2.8351","1991-12-04","18.78","19.08","12","","-","L","2010","NYR (2010) - #100","NYR","-",""
"OHL","Daniel Catenacci","28899/daniel-catenacci","F","2011","DY","67","0.4925","0.2090","0.7612","16","17","9","33","9","5","10","14","1","3","1","0.00","0.00","0.00","26","51","71","1.0597","70.21","53.19","56","57","49.56","1.83","105","115","16.52","2.7647","1993-03-09","18.52","18.81","7","","-","L","2011","BUF (2011) - #77","BUF","-",""
"OHL","Ethan Werek","25443/ethan-werek","F","2009","DY","66","0.4848","0.2424","0.7576","20","12","11","32","12","4","3","16","0","2","0","0.00","0.00","0.00","32","50","64","0.9697","66.67","66.67","51","57","47.22","3.99","83","109","17.39","2.6139","1991-06-07","18.27","18.57","25","","-","L","2009","NYR (2009) - #47","NYR","-",""
"OHL","Pavel Zacha","37315/pavel-zacha","F","2015","DY","37","0.4054","0.3514","0.7568","10","5","4","15","6","7","2","13","0","0","0","0.00","0.00","0.00","16","28","34","0.9189","53.57","57.14","31","24","56.36","7.44","68","71","15.42","2.9443","1997-04-06","18.44","18.74","14","SAR","-","L","2015","NJD (2015) - #6","NJD","NJD",""
"OHL","Ryan Martindale","26077/ryan-martindale","F","2010","DY","61","0.5246","0.1967","0.7541","13","19","9","32","6","6","5","12","0","2","0","0.00","0.00","0.00","19","46","60","0.9836","72.73","43.18","50","49","50.51","- 6.49","114","86","17.30","2.6156","1991-10-27","18.88","19.18","77","","-","L","2010","EDM (2010) - #61","EDM","-",""
"OHL","Ryan O Reilly","24625/ryan-o-reilly","F","2009","DY","68","0.4706","0.2059","0.7500","7","25","10","32","5","9","5","14","4","1","0","0.00","0.00","0.00","16","51","66","0.9706","69.57","26.09","60","58","50.85","3.23","110","121","16.76","2.6850","1991-02-07","18.61","18.90","9","","-","L","2009","COL (2009) - #33","COL","STL",""
"OHL","Bo Horvat","33174/bo-horvat","F","2013","DY","67","0.3881","0.3134","0.7463","15","11","6","26","17","4","5","21","1","2","0","0.00","0.00","0.00","33","50","61","0.9104","55.32","68.09","45","39","53.57","- 10.41","135","76","17.20","2.6031","1995-04-05","18.44","18.74","53","LDN","-","L","2013","VAN (2013) - #9","VAN","VAN",""
"OHL","Gemel Smith","31170/gemel-smith","F","2012","DY","68","0.4853","0.2206","0.7353","12","21","7","33","7","8","3","15","2","0","0","0.00","0.00","0.00","21","50","60","0.8824","68.75","39.58","53","44","54.64","- 0.59","95","77","16.48","2.6775","1994-04-16","18.41","18.71","9","","-","L","2012","DAL (2012) - #104","DAL","TBL",""
"OHL","Austin Watson","26396/austin-watson","F","2010","DY","52","0.5192","0.2115","0.7308","12","15","11","27","8","3","5","11","0","0","0","0.00","0.00","0.00","20","38","54","1.0385","71.05","52.63","46","31","59.74","- 3.98","137","78","14.04","3.1222","1992-01-13","18.67","18.97","14","","-","R","2010","NSH (2010) - #18","NSH","NSH",""
"OHL","Alexander Burmistrov","26054/alexander-burmistrov","F","2010","DY","62","0.4355","0.1935","0.7258","15","12","8","27","4","8","12","12","3","3","0","0.00","0.00","0.00","22","45","65","1.0484","69.23","48.72","58","32","64.44","- 2.56","132","65","16.99","2.5625","1991-10-21","18.90","19.19","8","","-","L","2010","WPG (2010) - #8","WPG","-",""
"OHL","Vladislav Namestnikov","28231/vladislav-namestnikov","F","2011","DY","68","0.4853","0.2353","0.7206","19","14","12","33","11","5","8","16","0","0","0","0.00","0.00","0.00","30","49","69","1.0147","67.35","61.22","61","45","57.55","15.31","87","119","16.28","2.6553","1992-11-22","18.81","19.11","18","","-","L","2011","TBL (2011) - #27","TBL","COL",""
"OHL","Rickard Rakell","29308/rickard-rakell","F","2011","DY","49","0.4286","0.2653","0.7143","9","12","5","21","10","3","5","13","1","0","0","0.00","0.00","0.00","20","35","45","0.9184","61.76","55.88","49","33","59.76","3.76","84","66","17.78","2.4101","1993-05-05","18.36","18.66","24","","-","R","2011","ANA (2011) - #30","ANA","ANA",""
"OHL","Lino Martschini","28536/lino-martschini","F","2011","DY","61","0.4098","0.2951","0.7049","13","12","4","25","7","11","11","18","0","0","0","0.00","0.00","0.00","20","43","58","0.9508","58.14","46.51","40","67","37.38","3.04","68","130","16.57","2.5523","1993-01-21","18.65","18.94","27","","-","R","2011","","","-",""
"OHL","Nicklas Jensen","28877/nicklas-jensen","F","2011","DY","61","0.5410","0.1639","0.7049","23","10","3","33","6","4","12","10","0","0","0","0.00","0.00","0.00","29","43","58","0.9508","76.74","67.44","58","40","59.18","2.26","111","84","17.84","2.3712","1993-03-06","18.53","18.82","17","","-","L","2011","VAN (2011) - #29","VAN","NYR",""
"OHL","Jared McCann","35671/jared-mccann","F","2014","DY","64","0.4063","0.2813","0.7031","17","9","7","26","9","9","10","18","1","0","0","0.00","0.00","0.00","27","45","62","0.9688","59.09","59.09","52","36","59.09","2.81","121","94","15.26","2.7640","1996-05-31","18.29","18.58","19","SSM","-","L","2014","VAN (2014) - #24","VAN","PIT",""
"OHL","Andrew Agozzino","24370/andrew-agozzino","F","2009","DY","67","0.3731","0.2687","0.7015","15","10","5","25","9","9","4","18","3","1","0","0.00","0.00","0.00","27","47","56","0.8358","58.14","55.81","51","58","46.79","1.24","92","110","18.25","2.3062","1991-01-03","18.70","18.99","9","","-","L","2009","","","ANA",""
"OHL","Lawson Crouse","37828/lawson-crouse","F","2015","DY","56","0.4643","0.1964","0.6964","20","6","7","26","7","4","5","11","2","0","0","0.00","0.00","0.00","29","39","51","0.9107","70.27","72.97","45","36","55.56","5.56","71","71","20.20","2.0682","1997-06-23","18.23","18.52","67","KGN","-","L","2015","FLA (2015) - #11","FLA","ARI",""
"OHL","Sergei Tolchinsky","32682/sergei-tolchinsky","F","2013","DY","62","0.5000","0.1935","0.6935","18","13","5","31","8","4","3","12","0","0","0","0.00","0.00","0.00","26","43","51","0.8226","72.09","60.47","61","48","55.96","8.12","100","109","15.68","2.6534","1995-02-03","18.62","18.91","28","SSM","-","L","2013","","","-",""
"OHL","Steven Shipley","27132/steven-shipley","F","2010","DY","68","0.5000","0.1471","0.6912","17","17","7","34","5","5","9","10","1","2","0","0.00","0.00","0.00","23","47","63","0.9265","77.27","50.00","55","69","44.35","- 3.57","104","113","18.80","2.2054","1992-04-22","18.40","18.69","19","","-","L","2010","BUF (2010) - #98","BUF","-",""
"OHL","Nikita Korostelev","36882/nikita-korostelev","F","2015","DY","55","0.5273","0.1455","0.6909","20","9","6","29","3","5","9","8","1","0","0","0.00","0.00","0.00","24","38","53","0.9636","78.38","62.16","46","37","55.42","7.44","95","103","16.33","2.5379","1997-02-08","18.60","18.90","35","SAR","-","R","2015","TOR (2015) - #185","TOR","-",""
"OHL","Jarrod Maidens","30836/jarrod-maidens","F","2012","DY","28","0.4643","0.2143","0.6786","8","5","3","13","4","2","1","6","0","0","0","0.00","0.00","0.00","12","19","23","0.8214","68.42","63.16","24","18","57.14","- 0.97","43","31","17.49","2.3274","1994-03-04","18.53","18.83","17","","-","R","2012","OTT (2012) - #82","OTT","-",""
"OHL","Dane Fox","30113/dane-fox","F","2012","DY","62","0.4355","0.2258","0.6774","14","13","8","27","9","5","4","14","0","1","0","0.00","0.00","0.00","23","42","54","0.8710","65.85","56.10","45","48","48.39","- 3.45","99","92","16.57","2.4523","1993-10-13","18.92","19.22","34","","-","L","2012","","","-",""
"OHL","Seth Griffith","28388/seth-griffith","F","2011","DY","68","0.4265","0.2500","0.6765","14","15","5","29","8","9","11","17","0","0","0","0.00","0.00","0.00","22","46","62","0.9118","63.04","47.83","42","38","52.50","6.81","106","126","15.77","2.5745","1993-01-04","18.70","18.99","17","","-","R","2011","BOS (2012) - #131","BOS","WPG",""
