"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","SH%","SHOTS/GP","TG","TP1","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"OHL","Ethan Szypula","36790/ethan-szypula","F","2015","DY","59","0.2712","0.1525","0.4237","7","9","1","16","3","6","3","9","0","0","0","0","0.00","0","0.00","0","0.00","0.00","10","25","29","0.4915","64.00","40.00","","","","","","","","","1997-01-28","18.63","18.93","","","","R","2015","","","-",""
"OHL","Artyom Artyomov","36711/artyom-artyomov","F","2015","DY","68","0.3676","0.0294","0.3971","12","13","3","25","2","0","2","2","0","0","0","0","0.00","0","0.00","0","0.00","0.00","14","27","32","0.4706","92.59","51.85","","","","","","","","","1997-01-17","18.66","18.96","","","","R","2015","","","-",""
"OHL","Hayden McCool","37362/hayden-mccool","F","2015","DY","64","0.2188","0.1719","0.3906","9","5","5","14","6","5","4","11","0","0","0","0","0.00","0","0.00","0","0.00","0.00","15","25","34","0.5313","56.00","60.00","","","","","","","","","1997-04-11","18.43","18.72","","","","L","2015","","","-",""
"OHL","Troy Lajeunesse","37635/troy-lajeunesse","F","2015","DY","64","0.3125","0.0156","0.3906","10","10","6","20","0","1","0","1","2","2","0","0","0.00","0","0.00","0","0.00","0.00","12","25","31","0.4844","95.24","47.62","","","","","","","","","1997-05-20","18.32","18.61","","","","L","2015","","","-",""
"OHL","Gustaf Franzen","36254/gustaf-franzen","F","2015","DY","65","0.1846","0.1692","0.3846","5","7","5","12","9","2","3","11","1","1","0","0","0.00","0","0.00","0","0.00","0.00","15","25","33","0.5077","52.17","60.87","","","","","","","","","1996-09-22","18.98","19.28","","","","R","2015","","","-",""
"OHL","Brett McKenzie","37132/brett-mckenzie","F","2015","DY","68","0.3235","0.0441","0.3824","8","14","5","22","3","0","1","3","0","1","0","0","0.00","0","0.00","0","0.00","0.00","11","26","32","0.4706","88.00","44.00","","","","","","","","","1997-03-12","18.51","18.80","","","","L","2015","VAN (2016) - #194","VAN","-",""
"OHL","Anthony Cirelli","37951/anthony-cirelli","F","2015","DY","68","0.3676","0.0147","0.3824","12","13","10","25","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","13","26","36","0.5294","96.15","50.00","","","","","","","","","1997-07-15","18.17","18.46","","","","L","2015","TBL (2015) - #72","TBL","TBL",""
"OHL","Trent Fox","37954/trent-fox","F","2015","DY","64","0.3125","0.0625","0.3750","11","9","9","20","2","2","0","4","0","0","0","0","0.00","0","0.00","0","0.00","0.00","13","24","33","0.5156","83.33","54.17","","","","","","","","","1997-07-16","18.16","18.46","","","","L","2015","","","-",""
"OHL","Brandon Lindberg","36260/brandon-lindberg","F","2015","DY","59","0.3051","0.0169","0.3729","12","6","3","18","0","1","2","1","1","2","0","0","0.00","0","0.00","0","0.00","0.00","13","22","27","0.4576","94.74","63.16","","","","","","","","","1996-09-24","18.98","19.27","","","","L","2015","","","-",""
"OHL","Jesse Barwell","37557/jesse-barwell","F","2015","DY","63","0.2540","0.1111","0.3651","10","6","7","16","3","4","2","7","0","0","0","0","0.00","0","0.00","0","0.00","0.00","13","23","32","0.5079","69.57","56.52","","","","","","","","","1997-05-08","18.35","18.65","","","","L","2015","","","-",""
"OHL","Tyler Boston","37839/tyler-boston","F","2015","DY","55","0.3455","0.0182","0.3636","10","9","3","19","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","10","20","23","0.4182","95.00","50.00","","","","","","","","","1997-06-24","18.23","18.52","","","","L","2015","","","-",""
"OHL","Vladislav Kodola","36391/vladislav-kodola","F","2015","DY","56","0.3214","0.0179","0.3393","7","11","4","18","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","7","19","23","0.4107","94.74","36.84","","","","","","","","","1996-10-30","18.88","19.17","","","","L","2015","","","-",""
"OHL","Mike Davies","36856/mike-davies","F","2015","DY","62","0.2903","0.0484","0.3387","11","7","2","18","1","2","2","3","0","0","0","0","0.00","0","0.00","0","0.00","0.00","12","21","25","0.4032","85.71","57.14","","","","","","","","","1997-02-05","18.61","18.91","","","","L","2015","","","-",""
"OHL","Adam Laishram","37331/adam-laishram","F","2015","DY","56","0.2321","0.0536","0.3214","7","6","6","13","3","0","6","3","1","1","0","0","0.00","0","0.00","0","0.00","0.00","11","18","30","0.5357","81.25","62.50","","","","","","","","","1997-04-08","18.44","18.73","","","","R","2015","","","-",""
"OHL","Sam Harding","37273/sam-harding","F","2015","DY","60","0.2333","0.0500","0.3167","7","7","3","14","3","0","2","3","2","0","0","0","0.00","0","0.00","0","0.00","0.00","12","19","24","0.4000","82.35","58.82","","","","","","","","","1997-03-31","18.46","18.75","","","","R","2015","","","-",""
"OHL","Matt Luff","37535/matt-luff","F","2015","DY","64","0.2188","0.0938","0.3125","6","8","9","14","3","3","2","6","0","0","0","0","0.00","0","0.00","0","0.00","0.00","9","20","31","0.4844","70.00","45.00","","","","","","","","","1997-05-05","18.36","18.66","","","","R","2015","","","LAK",""
"OHL","Bryce Yetman","36983/bryce-yetman","F","2015","DY","29","0.1724","0.1379","0.3103","4","1","2","5","2","2","0","4","0","0","0","0","0.00","0","0.00","0","0.00","0.00","6","9","11","0.3793","55.56","66.67","","","","","","","","","1997-02-21","18.57","18.86","","","","R","2015","","","-",""
"OHL","Keigan Goetz","36414/keigan-goetz","F","2015","DY","62","0.2742","0.0161","0.3065","9","8","6","17","0","1","0","1","1","0","0","0","0.00","0","0.00","0","0.00","0.00","10","19","25","0.4032","94.44","50.00","","","","","","","","","1996-11-06","18.86","19.15","","","","R","2015","","","-",""
"OHL","Aaron Luchuk","37311/aaron-luchuk","F","2015","DY","67","0.2239","0.0299","0.2985","8","7","2","15","1","1","1","2","1","2","0","0","0.00","0","0.00","0","0.00","0.00","10","20","23","0.3433","88.24","52.94","","","","","","","","","1997-04-05","18.44","18.74","","","","L","2015","","","MTL",""
"OHL","Ben Fanjoy","37571/ben-fanjoy","F","2015","DY","52","0.2885","0.0000","0.2885","9","6","2","15","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","9","15","17","0.3269","100.00","60.00","","","","","","","","","1997-05-10","18.35","18.64","","","","R","2015","","","-",""
"OHL","Zach Grzelewski","37477/zach-grzelewski","F","2015","DY","36","0.2500","0.0278","0.2778","4","5","2","9","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","5","10","12","0.3333","90.00","50.00","","","","","","","","","1997-04-28","18.38","18.68","","","","L","2015","","","-",""
"OHL","Ryan Moore","37338/ryan-moore","F","2015","DY","57","0.1930","0.0702","0.2632","6","5","10","11","1","3","4","4","0","0","0","0","0.00","0","0.00","0","0.00","0.00","7","15","29","0.5088","73.33","46.67","","","","","","","","","1997-04-09","18.43","18.73","","","","L","2015","","","-",""
"OHL","Noah Bushnell","37693/noah-bushnell","F","2015","DY","52","0.2115","0.0385","0.2500","8","3","4","11","2","0","1","2","0","0","0","0","0.00","0","0.00","0","0.00","0.00","10","13","18","0.3462","84.62","76.92","","","","","","","","","1997-05-30","18.29","18.58","","","","R","2015","","","-",""
"OHL","Kenny Huether","38072/kenny-huether","F","2015","DY","53","0.2453","0.0000","0.2453","11","2","2","13","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","11","13","15","0.2830","100.00","84.62","","","","","","","","","1997-08-06","18.11","18.40","","","","R","2015","","","-",""
"OHL","Devon Paliani","36327/devon-paliani","F","2015","DY","64","0.1875","0.0469","0.2344","8","4","6","12","0","3","0","3","0","0","0","0","0.00","0","0.00","0","0.00","0.00","8","15","21","0.3281","80.00","53.33","","","","","","","","","1996-10-10","18.93","19.23","","","","R","2015","","","-",""
"OHL","Roy Radke","36527/roy-radke","F","2015","DY","64","0.2188","0.0156","0.2344","8","6","3","14","1","0","0","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","9","15","18","0.2813","93.33","60.00","","","","","","","","","1996-12-10","18.76","19.06","","","","R","2015","CHI (2015) - #164","CHI","-",""
"OHL","John Warren","36660/john-warren","F","2015","DY","27","0.2222","0.0000","0.2222","5","1","1","6","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","5","6","7","0.2593","100.00","83.33","","","","","","","","","1997-01-10","18.68","18.98","","","","L","2015","","","-",""
"OHL","Mason Kohn","37524/mason-kohn","F","2015","DY","52","0.1923","0.0192","0.2115","7","3","4","10","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","7","11","15","0.2885","90.91","63.64","","","","","","","","","1997-05-03","18.37","18.66","","","","L","2015","","","-",""
"OHL","Johnny Corneil","38113/johnny-corneil","F","2015","DY","52","0.2115","0.0000","0.2115","4","7","7","11","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","4","11","18","0.3462","100.00","36.36","","","","","","","","","1997-08-16","18.08","18.38","","","","L","2015","","","-",""
"OHL","Ivan Kashtanov","37006/ivan-kashtanov","F","2015","DY","67","0.1940","0.0149","0.2090","6","7","2","13","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","6","14","16","0.2388","92.86","42.86","","","","","","","","","1997-02-24","18.56","18.85","","","","R","2015","","","-",""
"OHL","James McEwan","37152/james-mcewan","F","2015","DY","45","0.2000","0.0000","0.2000","3","6","1","9","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","3","9","10","0.2222","100.00","33.33","","","","","","","","","1997-03-15","18.50","18.79","","","","L","2015","","","-",""
"OHL","Mitchell Webb","36662/mitchell-webb","F","2015","DY","68","0.1765","0.0000","0.1765","3","9","1","12","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","3","12","13","0.1912","100.00","25.00","","","","","","","","","1997-01-10","18.68","18.98","","","","L","2015","","","-",""
"OHL","Cullen Mercer","37513/cullen-mercer","F","2015","DY","68","0.0882","0.0735","0.1765","2","4","1","6","5","0","2","5","0","1","0","0","0.00","0","0.00","0","0.00","0.00","7","12","15","0.2206","54.55","63.64","","","","","","","","","1997-05-02","18.37","18.66","","","","R","2015","","","-",""
"OHL","Adam Craievich","37564/adam-craievich","F","2015","DY","68","0.1618","0.0147","0.1765","5","6","2","11","1","0","1","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","6","12","15","0.2206","91.67","50.00","","","","","","","","","1997-05-09","18.35","18.64","","","","R","2015","","","-",""
"OHL","Patrick Fellows","37800/patrick-fellows","F","2015","DY","60","0.1667","0.0000","0.1667","4","6","2","10","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","4","10","12","0.2000","100.00","40.00","","","","","","","","","1997-06-17","18.24","18.54","","","","L","2015","","","-",""
"OHL","Matthew Kreis","38042/matthew-kreis","F","2015","DY","56","0.1429","0.0179","0.1607","2","6","2","8","0","1","1","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","2","9","12","0.2143","88.89","22.22","","","","","","","","","1997-08-01","18.12","18.42","","","","L","2015","","","-",""
"OHL","Dylan Mcdonald","36899/dylan-mcdonald","F","2015","DY","26","0.1538","0.0000","0.1538","2","2","0","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","2","4","4","0.1538","100.00","50.00","","","","","","","","","1997-02-10","18.60","18.89","","","","R","2015","","","-",""
"OHL","Ryan Heeps","36808/ryan-heeps","F","2015","DY","35","0.1143","0.0286","0.1429","2","2","0","4","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","2","5","5","0.1429","80.00","40.00","","","","","","","","","1997-01-30","18.63","18.92","","","","L","2015","","","-",""
"OHL","Josh Coyle","38016/josh-coyle","F","2015","DY","56","0.1071","0.0000","0.1250","3","3","2","6","0","0","0","0","0","1","0","0","0.00","0","0.00","0","0.00","0.00","3","7","9","0.1607","100.00","50.00","","","","","","","","","1997-07-27","18.13","18.43","","","","L","2015","","","-",""
"OHL","David Zeppieri","36846/david-zeppieri","F","2015","DY","61","0.1148","0.0000","0.1148","1","6","5","7","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","1","7","12","0.1967","100.00","14.29","","","","","","","","","1997-02-04","18.61","18.91","","","","L","2015","","","-",""
"OHL","Maurizio Colella","37205/maurizio-colella","F","2015","DY","57","0.0702","0.0351","0.1053","2","2","1","4","1","1","0","2","0","0","0","0","0.00","0","0.00","0","0.00","0.00","3","6","7","0.1228","66.67","50.00","","","","","","","","","1997-03-21","18.48","18.78","","","","L","2015","","","-",""
"OHL","Mike Baird","37238/mike-baird","F","2015","DY","53","0.0943","0.0000","0.0943","5","0","0","5","0","0","1","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","5","5","6","0.1132","100.00","100.00","","","","","","","","","1997-03-25","18.47","18.77","","","","L","2015","","","-",""
"OHL","Liam Dunda","38238/liam-dunda","F","2015","DY","53","0.0755","0.0189","0.0943","1","3","2","4","1","0","2","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","2","5","9","0.1698","80.00","40.00","","","","","","","","","1997-09-15","18.00","18.29","","","","L","2015","STL (2015) - #176","STL","-",""
"OHL","Adam Mcphail","37318/adam-mcphail","F","2015","DY","50","0.0800","0.0000","0.0800","2","2","2","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","2","4","6","0.1200","100.00","50.00","","","","","","","","","1997-04-07","18.44","18.73","","","","R","2015","","","-",""
"OHL","Adrian Carbonara","37133/adrian-carbonara","F","2015","DY","39","0.0769","0.0000","0.0769","2","1","0","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","2","3","3","0.0769","100.00","66.67","","","","","","","","","1997-03-12","18.51","18.80","","","","R","2015","","","-",""
"OHL","Ted Nichol","36615/ted-nichol","F","2015","DY","59","0.0678","0.0000","0.0678","1","3","1","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","1","4","5","0.0847","100.00","25.00","","","","","","","","","1997-01-04","18.70","18.99","","","","L","2015","","","-",""
"OHL","Mark Bzowey","37149/mark-bzowey","F","2015","DY","45","0.0667","0.0000","0.0667","0","3","0","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","0","3","3","0.0667","100.00","0.00","","","","","","","","","1997-03-14","18.50","18.80","","","","L","2015","","","-",""
"OHL","Austin Gerhart","37298/austin-gerhart","F","2015","DY","47","0.0638","0.0000","0.0638","2","1","0","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","2","3","3","0.0638","100.00","66.67","","","","","","","","","1997-04-03","18.45","18.74","","","","R","2015","","","-",""
"OHL","Kevin Klima","37736/kevin-klima","F","2015","DY","16","0.0625","0.0000","0.0625","1","0","0","1","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","1","1","1","0.0625","100.00","100.00","","","","","","","","","1997-06-05","18.28","18.57","","","","L","2015","","","-",""
"OHL","Chiwetin Blacksmith","37694/chiwetin-blacksmith","F","2015","DY","17","0.0588","0.0000","0.0588","1","0","1","1","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","1","1","2","0.1176","100.00","100.00","","","","","","","","","1997-05-30","18.29","18.58","","","","L","2015","","","-",""
"OHL","Jake Bricknell","37948/jake-bricknell","F","2015","DY","58","0.0517","0.0000","0.0517","1","2","2","3","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","1","3","5","0.0862","100.00","33.33","","","","","","","","","1997-07-15","18.17","18.46","","","","R","2015","","","-",""
"OHL","Owen Green","37220/owen-green","F","2015","DY","46","0.0435","0.0000","0.0435","1","1","1","2","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","1","2","3","0.0652","100.00","50.00","","","","","","","","","1997-03-23","18.48","18.77","","","","L","2015","","","-",""
"OHL","Jason Smith","37471/jason-smith","F","2015","DY","46","0.0217","0.0217","0.0435","1","0","2","1","0","1","0","1","0","0","0","0","0.00","0","0.00","0","0.00","0.00","1","2","4","0.0870","50.00","50.00","","","","","","","","","1997-04-27","18.38","18.68","","","","L","2015","","","-",""
"OHL","Jacob Cascagnette","37214/jacob-cascagnette","F","2015","DY","33","0.0303","0.0000","0.0303","0","1","0","1","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","0","1","1","0.0303","100.00","0.00","","","","","","","","","1997-03-22","18.48","18.78","","","","L","2015","","","-",""
"OHL","Jack Webb","36661/jack-webb","F","2015","DY","49","0.0204","0.0000","0.0204","1","0","0","1","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","0.00","1","1","1","0.0204","100.00","100.00","","","","","","","","","1997-01-10","18.68","18.98","","","","L","2015","","","-",""
